name,polyline,osm_source
Elias Road,{qlGuimyRTJDDBF?N?JEJKHMHSNMJSZIRCN?J?Nzd@dd@RHl@RjAj@hBz@NBr@NF@HByg@gIPFVL`@L\HB@^FZ@J@j@B~SnAPDmd@_m@GCGAdGrh@IGYWa@e@QW?CMSMk@E[A_@Ay@?i@yA}TAY?QDMLUHOJMDCTO~g@xj@f@Tb@RbBl@ICG?s@MOESGmAk@e`@wE[IYKQIrVjBpBLVBc@Ji@EwCSrJlAeA]WGSEUAk[kDmBcCTh@Zd@PRNLLH{BoODdCE_ECiA@\Cm@OqBBt@w@gF`@dBNr@KVAUs@aDdAlHK_ALlA@fAAk@BdBBdCB~@la@vNcA@oP_AkDU[CWGnMj@b@B_VqNBd@@R`f@lQgUyCWAu@Wv@DVB^BX@|AZa@CnBHaWmK?^?^B\]w]JI@K?IAMEGro@no@dBl@HD?r@_@UaB}@,highway_name
Pasir Ris Street 71,qfkGmxkyRKlAiTbYc@t@xQyUoBfAa@T_@VWXa@n@{DnGgAbBKPqBnDSXULSHWDWA[GKIh[u`@ALePnUr@kAJQNSR]fLeLKXU\QRKH_ZrWi@_@gAo@QKECEAG?KBza@}[?D?@cStYjGmKsRfOGCIEGQLHJFBByA{A?L@FDFDDTNfDvBVFT?VCd@Ub@u@xAaCpE{GS\oApBjDwF,highway_name
Elias Green,uckGaykyR@QBm@HOFENAhAGDAjAD_@@Jp@l@g@R_@VSRUJ?bC_Dn@q@bEiEjCiDWQgDlAaATq@Aa@Da@Xu@l@y@\k@`@c@d@_@j@WZY\OXGRBj@HTFP?h@`@?eEtE`CmB~@EmDpFKIEKCMC[@]@S,highway_name
Elias Terrace,aakGablyR\tA|H{L?Hu@p@]LcIzGh@YDAzAgAQRYTcBy@n@nAjD{Ck@t@`CeCe@Z_@\sD|Dj@vD?V?Di@}E`EiE,highway_name
Buangkok View,cllG_}`yRO?i@??Yf@?N?aLmEEAC?ABcB~AfHpCg@h@]`@oAmAEC][AEAG?Y@E@Ev@w@{SvAFyARk@n@_AV[dFnO@d@jFyU@o@?GG|V?\nGqHUDAKNMlANoCjCGSKQ{CVt@r@sAbBCCCE@G@EDCF?D@BBBD?FCDEBuFSECAG@GDCDCF@DD@FADCDjFoTDB@D?FABEBE@GACCAE?E@EDC|BvGHHd@`@XVe@rIGH_AdA[Tr@qCuMd@}@}@zDjDWMSOpEf@sBEuGsErQg@sEyQvBDP@D@bCbDFf@DT?FCD]\iNwFXYLEVAZ?lPnMeWsGp@}@|J~T@`@gFc@fLeCDi@ObAh@_HmUpDKIMKMKxAyJFEjEbRfIoN|CzCsD}Ln@r@SvPpAuNm@~DsT|EIa@rAjBxNlFM@,highway_name
Taman Warna,_|~FyapxRa@cAg@}@h@tRDMLi@DQF[wFwRi@We@UlDfBg@YfFrHKi@TzD?GAm@]tCRs@BMe@lB?AH_@sJoSECzJlIe@|L`AaI,highway_name
Jalan Merah Saga,sd_GayoxRECCCoBsDCW?YDWvA}CR_@hEtNkBQrEb@a@G{GoAEEOS]s@rC~BwDwHRg@BCCbECGUg@P`@bBeI\k@oAzBOTbCjKK@m@Sz@Ry@]n@T,highway_name
Jalan Rumia,ua_GeyoxRNs@?[C]E_@Oi@AzEQ_GGIIIOKIG_Ae@KEXLy@_@,highway_name
Jalan Hitam Manis,cr~FaapxRWZ]^_ByHYGKAG@y@^xGl@PHo@Yy@UnChA@BeDsA]KWlJkAz@w@h@~CyBMHlCqC^s@OXVg@Ti@yL_@[LC@,highway_name
Jalan Kuning,kv~F}fpxRQ\[`@m@j@QLXUe@\y@`@~B}Ax@oARi@,highway_name
Jalan Puteh Jerneh,sx~F_`pxR\WRQ_At@u@b@fCkBVW^c@Zc@NUd@w@,highway_name
Holland Hill,y{~F{tpxR?l@B`@FVFJNP^T\PPFN@J@JANAeCgO@f@?d@C^IdAIz@ANhB}AQBKHIFINM^CHEFC@C@S@Mr@xDvEB?B?eDyP@JvBbEVFME^JEA,highway_name
Holland Close,si~FetoxRFKJMeFbHFIRYPWT_@zDgFsAfB\e@yDjF`GeIeErFRWJOl@w@,highway_name
Commonwealth Lane,g{}F_xoxRYZAB?BE^WyJCCC?A@eApAhAjFKNMPEDIBKElBq@WUbDuBGEkAaAlD_@GJk@p@mJ~ClCVrDgCg@l@y@~@b@g@,highway_name
East Sussex Lane,yr_GonnxRt@z@B@B?@ADGvFuHHDRFHFHHh@p@kE\`AaBBEFCFCFAF@_G`E}Cw@FH@@VZ,highway_name
Holland Rise,_o_Gs{nxRBFVnAcBaCHB@@TJTHt@dC?\Qv@a@h@,highway_name
Tan Boon Chong Avenue,o_`GyfnxR`Ax@tAt@hBb@kHuDNJRN,highway_name
Jalan Jelita,gl`GwvmxRNAB?nGgLPJPNqEvKhADJEbEqCxBuABGaDgCrA~@}KlHV@pMoF_MpF,highway_name
Jalan Tenang,{``GebnxR{BdC{@hAYh@Md@UvA,highway_name
Jalan Istimewa,g~_Ge`nxR{DnD,highway_name
Warna Road,yb_GqvoxRAECC]Ii@QaBwB@?b@QBA_@n@IYj@nAGITXg@q@~DpBOAjE\GAOAYEq@Aw@I,highway_name
Holland Park,ip~FslqxR@?XKBA?APm@?C?AG[CEiLdDNDNFd@ROb@AL?NDTfBtBhAz@HFDDFFNJo@eN@?B?D@b@RFcBOFCBCDg@|@]JEDCDFhKPLNHt@gDl@RB@x@qEwGp@`F~CDAPC,highway_name
Peirce Road,qu}FyyqxRHAx@[n@Q`@MLGrEqDf@XNNHPBh@`@`Buh@}NVLbHjINT^h@?@BBiHsJ`@\jBfCfEtFl@b@LFLBvViE~By@qW`G|E|@D?RAuAKp@JsVwOfIjKmC}DxJrG,highway_name
Peirce Hill,qw}FgvqxRCf@DJHJTFZ@NAPE`A_@HCFG^a@FCd@UFC@A?C@ECSuFa@AF,highway_name
Ridout Road,eg~F}rqxRUlA?JBNFJJJ\TdKbJtBGvAEd@CNA|@[NEFCJ?|AID?DAlAe@TIVKZOHCe]iUW`@rBtZZAT@LF~@pAwC]A@E@i@AC?A@A\QkJIpAEbAToEAHm@wLKhAp@pHDTpc@~@BCDELw@{d@pIFHH?r@GHFPFoBwXABfH`WeCNt@KlACiIqPCf@bIzTjPyC}@v@OnAxAwBRj@E`@W@{XeC?N,highway_name
Peel Road,mf}FwgqxR@ELuAJcAIAmAAhBw@XwAJi@BK,highway_name
Rochalie Drive,mc}FqutxR?E?IAGYYyCpN??k@{TKWMUb@z@CEf@lTZcAJ]gAaQjBjBLLNNVlEm@rB\sAe@fBMd@iBuO,highway_name
Swettenham Road,ap}FyoqxRx@a@bAk@RIXIVGn@MfI^FAHEFGHg@h@yABM?K?IAG{]zIDs@jTiFGLKd@sPjFGZADC@A?CAA?A?A?ZgAF@gOgCB@|Bl@nAZLBRBj@FJ@|VyBd@L}PtCv@HX?RARATClMmCn@DsMnBxHkCd@KuVfCh@FKA,highway_name
Margaret Drive,iu|Fw}pxReAy@GGECj@{EPUd@q@^k@j@qAxGaAcAw@}VzVGHU^K`@ne@kiANKpAw@bBeAJI|AkAvAaBZw@@MgUv\AUAO?GvUg]BOEVoTzg@@KMgEEMAGEUEUh@dF@i@Ci@M{@o@zIHWgBfH\w@L]Jc@cDnGPSPUJQ{BxD^_AgG|Kb@g@qB`CGHUT|ATo@i@xQw`@?D?DCHJo@H_@{@hDBE?C_BjG}@zDr@iDtA|GiSlNMLyBpBm@l@hEcEhBsB|HgNwUj\LEHCJCxd@uhAKPE@E?EGwc@lhADHDHnZmg@PoAiEnKDGfFo\?FGGHP@b@D`@BVBTY~IC@Fc@@I@AFOW~@?CrFi\FUVSJCkMbm@XTx@r@x@p@uCsD?L?LM^S@SBl@IOQFGiFlUTW,highway_name
Bukit Merah Central,oxyFaesxRNELMXo@rAgI[Ga@IKCG?`FgF@F_@jFp@JLBt@_EQEm@KMt@e@bCvAmLReADMj@s@DERQwRv\PDtByLBHDJHFHFF@XFXFXFyE|JXFfL}RTcAcLhU\FxGeJYGsCi@YGYGGAK?K@I@GD|I{DeEvNHMFMXm@?AXi@HQRa@HUrAgH}@`FaGpJRDB?pIoVJe@cCpMDY@MDECGD[v@eEBOBQt@pJzE_JgGgALu@u@Kg@IwAScAOgB`Kg@rCrEx@`@H~@kBwCkBLB`@FZFf@J,highway_name
Lorong Payah,en|FajzxRILw@`AA@A@A?CAOMA?AAA@??A@a@h@GHGF,highway_name
Zubir Said Drive,ix|F}yyxR\?pAAD?PAmCTKs@`B^X?,highway_name
Oldham Lane,w{|F}lyxRPDTDGi@ARDJ`@RrAV@?D@JBqBa@mAS,highway_name
Penang Lane,yx|FucyxRVWHEDAlNhDJGJGFMDMAOCIEIIGAAqNoAB?J@f@NbAXZHtIVAAk@?C?O@b@C{@Ba@@O@I?[B[?Q@IAIAE?CAm@MYGp@NH@,highway_name
Buyong Road,mw|FuyxxRa@\K@mAQC?YEwDaAJ@F@rCx@a@GmASdBBPBB?BAJIw@BJ@HXoCa@n@MJBg@Ic@N,highway_name
Oxley Road,qz|F}pxxRKI_@UvDtAUEWESE[GnBZh@FVFp@LvF`AdCd@hBXN@}KmBlCf@hDl@z@NsUiEIQJHb@PzA\eASp@LmE_BCAYO,highway_name
Poh Huat Road,i`jGi}_yR@GVs@DYHq@@CnCsQIAq@GhAw@PqAnByB}DpMFg@SlB@KFq@eAdH@G@E[dB\kB`@cC@GpGaTl@u@BEcBvBsGzF,highway_name
Chuan Hoe Avenue,}niGoi_yRYq@xCtKIc@qCuJQe@OYj@fAF@DADEkB}BwAuBe@q@EE,highway_name
Da Silva Lane,yniGgq`yRUo@?K}AjA|GqAuCjBdF{BsAwByDjCBE~@rDAG~FeLFE,highway_name
Parry Terrace,e{iGoq_yRAIc@}B?[JwAZyAVfKSg@JyJDG,highway_name
Parry View,u{iGe~_yRVPn@iAk@`A|CdChA|@JLgF}Db@Zx@n@,highway_name
Sandilands Road,gniGyv_yRF?rCDF@vEH~ABjABl@@N?iIOgAAe@AlDFE?N?,highway_name
Teow Hock Avenue,g~hGy``yRw@d@u@f@GB,highway_name
Silat Road,cuxFehvxRDBD@VJJFpDtJhAmCS{AMSQMwB_ApAh@D@,highway_name
Waterloo Link,wm|FarzxRIJa@f@[`@s@z@IJ,highway_name
Hougang Street 93,mjlG{i`yRY?nHKi@@U@qFIZ?pKQP?sHJVA|GDQ?gK@V?DN]@hG]xBEoEZw@@O@fAUR?TAyCD~H@,highway_name
Mount Sinai Road,yy_GmlmxRLUJOVMh@WaFzLXoAV{@FY~DaHnCgA,highway_name
Ghim Moh Road,qd_G_{mxR@XALCHCLELCDh@iOSFMDWHbUmB_@?y\dWIDQFC@a@PfJiJQvDIFGD[JOFUJK?dAwOELENXzCJl@Hf@q@}E@T@NvTcFeBKuE`@g@FzEi@]@cAHI@eLpBqD`R}@`@dNmUcDf@`Em@gStWEBrK}HCMCMcBvD`@QNGPILKNS_DhB`J}S`@G^E^GsHrATKTGPElNaB`AFN?H@P?P?qITf@I^EeHbAb@GXGsEpAFlEQgAIs@?Q?UNc@VtFRrAKm@lAyIzRsAcEIi@DTC{M|QDS?SAQ,highway_name
MacKenzie Road,}x}F}czxRW`@[j@{@rAqLxLn@TRBJ@F?qFyBLVDF\ZbNyHZNILYOkEfGY`@e@t@GDvHmLQVpFoIGBIHOTSZsGhKHOZe@{@rAmIrEjIqEm@`Ac@p@ADSXvJqO{DhGNS,highway_name
Punggol Place,woqG{ydyRf@Zlf@~IJBDH?JGHMBO@WHeHlCg@QrEx@IDK@MBO@_G_C[MHQVLqSiJdA^ELeA]cMyGi@WKCdYdMNHvBfA{JmEp@RvDxBOItKzEd@\kDuAgB}@gCqAaDsBaE_ASe@VNxBdA[EaQgJJDr@VwAi@hNzHSO]OrGhCi@UmFmCLHiM{Ftd@bT\f@e@UwAiAr@\GPw_@eRf\hOi[qObg@zVQEYMICnE}A_@x@MV_EEk[qa@CHvKdWLJ|SdIIFbCuEHIyd@iIcEcCs@]SL|@`@WKbFnCECo@_@vLrFgQqVFK,highway_name
Punggol Field,i|nG_yfyRORgdAxmB@[bUkr@QX_@KP[xHyKHKfd@kl@PUaBzCy@jAABep@h_ATu@kCxGHQVLEPWl@kAbDzGeQ_@`A`DwJXg@T_@jGwGGJSXk]`~@CZkAnIHeAv@mESlBxdAutBb@g@f@c@I\IJ`@y@X]BK?K}TlYrAcB|KoNn@{@keAhzB@MIjDGp@bYahAc@p@~@wCZe@|@oAf@q@X_@NQ`@c@V[Zi@xEmG`@i@jA}Av@aAJOLOpBiC\e@DGHKFGvIyKRWb@k@cD`ErDwEBEX[g_AvgBDo@LwAsDzf@Mq@ViCCnCC\zc@_bBu`@jlAAL`Fw^BI`@wADMgAzDDOZHENSx@s@~CERbo@qnAKLc@l@{CbEkDrEKLEHlNaRo@v@fQmV_@fAwfAv{BCVTgCIdAOAMzAFs@dMel@d@kASf@YMXm@_AtBPc@wDpOd@oBERo@h@_@zAPs@|Omc@}@hB`@{@\NYr@eS`q@Uh@Dk@n@uCUvAr_A}hBw@nBpCuDV[sPlTlCkDkUrZa@b@pBiC]`@ePrUVs@hEgGt@eAY^_OrZlCgFr@aB_Lb[Po@rBqFsF~WOpAhBaLGRoCtTB_@r@mFiBpUGv@RaDpHek@zk@seAmUnZvQuWw_@lm@uDzL[fAjGuPcRtz@W`D@SzK}r@Sl@hOa^c[rpAh[{pA_Vvo@BM,highway_name
Circle Line,yp}F_j_yRtAfDbB`FxAfFl@|DtGhk@j@nChApCJV|AzEnB~CvB|AjCv@nCJtCOxD[lAKueHuaCpAiE\kAjBaHtCoErG}DzJoDzEgBnCcAhBc@rDg@`Ga@|McB|QsB`BU`Go@hT{BdO}BdDg@zFu@bAIdAAjEf@~CXh@D|BBrLQtA@n@Bp@Hr@LVFVHTLPJRLNPPNNRZf@Rf@Ph@Lh@Lj@XzAZ~B@Bh@nENlAf@lETfCr@lCnApC|AjEjB~EPb@vKf[nhAhgBkACeFCaABiADqE^mF`@qBAmCo@_CyAiAgBkCkIeC_HsGqk@q@}EcAgEgB{EsAiD{CyHcIqTgBeFmBuFcD}H{@_D_AqJy@_GS}Ae@qCe@iBw@oAcA}@i@]sA]eBOsBAqOPyKgA_CL{Ft@uC`@OB{K~AeQrBmMtAE?uN~AwOjBgDb@qF`@kDd@mCp@eBn@sGbCaIxCkGpDyCzEeCfJoAlEiFrMsAjD}FxMoCxCuBvAgBb@iDl@oH\c@Lo@b@mAhAy@jAA@sBrC_AbCiBzHaClJWnACdC?fEf@dEx@xETbGBfANp@Nl@hCtFpDfKf@hCPjCGxCqC|QiA~EkAbHQnEm@nFu@vEo@fDWtAIfAIrAI|AOjAYlAw@~ByAfES`AE|ABxAPvA`@lAj@lAz@fAfAv@vAl@vA\bBRlDVfETfBLnN`AlB?nAEhJm@lWg@tGSpEM|A?`AFdAVrAl@jAx@z@x@z@xAb@|A`AzFNtAHfCI`BStB[nCIrC?fC?|H?`c@NxBThBlGrWd@xAd@x@d@p@l@n@~@t@~@d@rAb@`BRxALbH`@rLt@dE`@`BXnBpAhEzD`BtAnL~IVZn@nAPf@XxALjBGxEHtATnA`@lAl@fAjE~EtAxAxCbDbGlGr@x@Zp@Z|@PpAFrJ?bA@j@Ff@RvADNVh@j@jAlArBb@r@v@pBL\zAlGb@bApAjC|@hBtC`G~@`B|AjBdLzJ~DhB`EjBtB~@jChAdOlDhFpBzIfFp@^fBpAxCnCv@h@lJrDbAb@hATzAPxEHbEJrCZnA\~BbBhFtGrCpBjCz@`AX~@VhBV|BF|GGrDS`BYrDyB`PoJhCiCdCcD`A{CpJ}`@|BqJfMkf@rD_LTiF@WVkGXqBrDkIh@mAd@iBX}BLiCRaFPyDFaAPeA\mAvJkRv@mB~@oCvD}GpCyD~AaDn@gA{pD_bGdFDnAAj@Hl@Vx@~@d@fANhBI`BK|@_ArDaIjOqLrRgBlCkDhEiB|Bq@lAkBtHUj@Sj@HBT}AyEnRtAwFbA_Ey@dEuAtFzGsYh@eBf@}@jB_C~DeF~KkQdB{Cp@mAh@_A`F}JbA_ERgCOgB[s@_AgAi@[{eAk_Bk@sAs@iBk{AeyAjC_@xCa@,name_pattern
Florissa Park,o|mGkjwxRb@yC?rHh@mABSCQKO[mDjA~@B@m@oEDI[`BRsAsB|MV_Bc@nC?AlByEq@Oo@zD`@DP?LK,highway_name
Lentor Green,csmGotwxRjAv@B?@?B?B?BAFENMDC@C@C?EAEc@wAURaHlA@AX[rBqGo@a@E?E?[HSPhAnEbBsA^[o@u@SOjBzBQ[uCvA`@X`B`@,highway_name
Lentor Grove,qumGk}wxRoB|AsAhAEC]UnBu@g@_@{AbDEB^_F}AhA,highway_name
Lentor Walk,wdnGy{wxRKDG?OCk@WbA}@C@m@Ts@RECw@YbAZfCVCBcCW,highway_name
Fudu Park,qfnGqwwxRECiF}BGC,highway_name
Fudu Walk,mjnGguwxREA_@S{As@]OEC,highway_name
Bullion Park,c~nGiiwxRC?A@?@?@AN?B???B?BdMcHX@H?J?@NK?g@AIYAe@?C?EM_BAAAAAAA?QDA@A@?@?BBH@DDrBAJCNCJCDi@v@_@^y@b@nBwAuChBMDSHJVhBs@z@k@Za@NYRi@Yt@WM\qB?TAo@C[uIdJSBYBlBa@c@NjAc@eCtATCx@UdIwIAUCUES,highway_name
Countryside Grove,yinGydxxR`AvAHBHAcCwCBBfE|ADC,highway_name
Countryside Place,{cnGwbxxRNTB@D?dA]qFwDBDPTx@lAb@l@BBBD,highway_name
Countryside Road,_nnGmdxxRCBOLaAxAgAzBg@dAADtTcHdA]BC@ICIgDkEGCI?_A`@e@TC@yAp@E@pFvDZKFCoJiBABoA`AfD_CqAv@yHpLG`@A\Bn@rTyLsD{E,highway_name
Countryside View,ienGkjxxRBDPRr@`ARVv@fAV\BB,highway_name
Lentor Way,ymnGulwxRFCzA]nJcCb@KDCcHfB,highway_name
Lentor Place,ccnGqfwxR_Be@GAECuAeAIMSy@nGjEICsGkFAG,highway_name
Lentor Lane,abnGojwxRu@SWKe@[IKKYOg@CIhEbDKC,highway_name
Lentor Street,spnGsjwxRv@[XMJEjI|JUdAGAiA]_PkGbTjCy@tD?@cTgHEAq@Q~ErA}CcAxFhBz@V,highway_name
Lentor Crescent,mmnGyewxR`A`A@BDBoDcF@D|@lBnGpDpAb@FB,highway_name
Lentor Link,ctnGodwxRFA~CkAFA,highway_name
Sunrise Way,isnGec{xR^HrOkKBBLXBF@LJ~B}X`DVMBAD?RBh@JEAWEd@HzMnCK@M?cB_@{@Q,highway_name
Sunrise Lane,ilnG}`{xRAq@E{DAq@,highway_name
Sunrise Avenue,_wnGmf{xRf@iBb@i@x@a@rBk@`@O\YbBuB`AkANKdPn@?DDlAf@eA@ED[@c@mBq@ApA?DjCj@aKyB^DZFz@R`AVcLSdA[t@IfGl@sEq@rJtGq`@rHf\oO,highway_name
Sunrise Drive,mknGsj{xRPMlAuAv@iAX[VOt@i@j@e@LMBEBEAO{P`QJw@|BgCjAW`JsK?I{O~NJQXW,highway_name
Sunrise Close,{}mGiv{xR?D@^D`B@HXjH,highway_name
Sunrise Terrace,{dnGug{xR@T@dBAh@GJSRKHq@`@IBM?vIaQWBMD{AnAc@^e@^[b@CB?F,highway_name
Sunrise Place,}ymG}t{xRF~BJzD,highway_name
Cactus Road,e~nGwnzxR^@lPbA?PGJKBoD`@}ARrLoQBEHIY~F?s@@{@kTrHbA?lRcK@c@zC_D@CoD~O}Ml@x@CmCBj@?bFUPApBU}Kl@`C|CIEEGAIvOuRJI,highway_name
Cactus Crescent,ownGavzxRbA@HBDBBF@JCnCqC~@BoC@s@He@BuAM~ABEbC`FuBgF,highway_name
Tamarind Road,sgnGcm|xRZNRPABILuAdCBB`BfADB}AlCAD@BPJb@THDaDkNcAfFEDE?]GjMQyN@KCzEuKWbBbHxGTRmIkETDbGxCCD_IvEzCaJ,highway_name
Begonia Drive,}|mG_b}xRIAMAM?O@K@E@CFm@nEg@jIKBMEEKBG@ELELDBLAFdGyDGEkAo@KIAMv@wDBI{B`PGEVo@HSh@eA~CaFDOCMiHdRXmAtBiV,highway_name
Begonia Crescent,wfnGks|xRn@HFADCpAwAgEcCu@xDH@,highway_name
Begonia Terrace,wfnGks|xRAHG`@?RDRPj@BDHFd@^lCxBDB,highway_name
Begonia Walk,czmGgo|xRMPCDADc@vCKl@fBmGEF,highway_name
Saraca View,g|mGch|xRD?j@C{@j@ELEJEPELtCkB|BOF?mIfEkAlBu@fA,highway_name
Saraca Walk,mxmG}f|xRL|BJbBBh@?Hc@eI?F,highway_name
Saraca Drive,ganGg_|xRBBVNJD`KF\?qG?H?nBAF?N@^?eHCfBBtF?,highway_name
Saraca Place,u{mG{_|xREu@Es@Gu@Cc@C[^tGAM,highway_name
Kasai Road,axmG_l}xRk@rF?JBHzDvFd@\JF{Bu]ANKbAy@nI,highway_name
Jalan Selaseh,smmGyq~xRKGc@YCCbAl@^JlFr@JByQwHg@_@zG~EUSGE_BiA[UhOrF|APH@gTqHcBmAKGGG,highway_name
Jalan Resak,qbmGii_yRtAFfBHz@@@?,highway_name
Jalan Jarak,i~lGw`_yRAhDSfDU|Ba@nBc@~EOhBCPAJOlBKnAAJ?BADMbBvAuPrCi\ADu@jE,highway_name
Kelulut Hill,agmGqx~xRNWBQAe@B[qCpFH@^Fn@kBLBjAPD?oG|CFGNOzB{BtAqE@ET`If@oFLBGhAGt@Iv@OpAMXiDc@UEOEOK]WdDyDp@k@AH,highway_name
Jalan Sindor,idmGmo~xRBQVcBTyBR{DxB}BK?c@?c@MICW`B@c@|@qC^_B@C,highway_name
Seletar Hills Drive,cwmGey~xRDGn@}@{D~IFSTo@`A}CDGVc@BCxEeGHKhAmAVWxC_CZOb@EyS`XfCTdRwX`@@}AEkUnZ@EHi@xIkP,highway_name
Jalan Ketumbit,mumGk{~xRBBtAjAJ@NC|B}CFIDE|@kAn@o@r@a@\GpAJ,highway_name
Jalan Antoi,mpmGca_yRB@rAvABB|AbBDF,highway_name
Gerald Drive,_bnGsj_yRc@kAI_@E_@@c@xFyEDCPCNCH?FAJ@F?HBhYdFr@Ad@Ab@BH@kJSTYBAFKpLjDYIGCGAIMib@hSBi@AUfb@yQ@K?IkT{A~C\bALJAyH{@~Hx@JCfAOq[gCh@I|Am@{DdAXIuBPr@fARw@hDbSxCeVx@j@f@b@`@XPJXLTH^HyLtLkA_Dn]uETFT@~FJTRok@kDKHbIbXR@ra@kRFHLN,highway_name
Jalan Kechubong,inmGkm_yR\SRGlBO{Cr@^p@gLvGFFlAfA~BwHfAk@mBvAgBpBb@g@gErEJK,highway_name
Gerald Crescent,e{mGei_yR}@aC?UvD{@LFDJh@fAoFq@nB}@R|DiE~DJI|DsJzCdEDD,highway_name
Eaton Walk,qcnGcp_yRFBJ@tA^LJ,highway_name
Gerald Park,k~mGwp_yRy@yBEO,highway_name
Bukit Mugliston,}xmGes_yRBEDARJHBIFk@|@AHpBoAR?JCHGDI,highway_name
Mugliston Park,e{mGe``yR@EDEFCd@AJBfAv@lAfCqClBBGJc@jCq@JV|@tBLLp@ZLH@FCF[h@CFaHiGQa@WwAM}@pAfF,highway_name
Mugliston Walk,oxmGqx_yRJAhBy@JE,highway_name
Hythe Road,kvjGkr}xRxE?jHJD@Z?dBAF?fE?kI@,highway_name
Worthing Road,ifjGou}xRD?F?W?I?kKGxB?vHFdC@`E@,highway_name
Court Road,qojGkr}xR?E@}A?G,highway_name
Jalan Chulek,k{iGwo}xR?cAACAkBf@@@A?A@wA?Si@vEAcB,highway_name
Lichfield Road,criGud~xRf@NfA\fA\|Ab@F@sImCxInC,highway_name
Walmer Drive,cjiG_p}xRE?m@CYE}@Y}@Wo@[g@[{@y@S[EQCQ@SZ}AH]Lk@VsAVqARaA@C,highway_name
Alnwick Road,mkiGau}xRUCu@So@Y}@u@m@w@AA[aAvHpFMCMCqHmG,highway_name
Raglan Grove,skiGaz}xRa@Qa@[UWMWUo@Eo@?_@Na@pDnGI?I?kCoH@E,highway_name
Serangoon Avenue 4,kxgGak~xR^?qMUG?G@KBGBGFEDCFC\C^rKiAWAs@AO?WAwCIfBDw@AdHLWAeEGcGtB,highway_name
Moreton Close,u`iGqd}xRBCpBK,highway_name
Chuan Drive,s`iG}f}xR?GAOvMiLB?T@aHpH@FBTpAa@z@@FAFC|AqF@G@U}B~Cb@BzAkFA[?OsLxK|@ERAlHsBHYm@rBRo@kC`AmAB~GoI{MjKAc@?GhCKNAbGqBdC}DuAxAH[Uv@yLfElGUk@xB,highway_name
Chuan View,a|hG{n}xR@s@}Ar@v@?b@rB?G?e@@}D?a@IxCHyAEkBEICCIK\ECN,highway_name
Conway Grove,i_hG}c}xRNBJBNBcIo@kGY~GZjBNyBQ,highway_name
Chiselhurst Grove,}|gG_g}xRoIi@E?gJi@,highway_name
Coniston Grove,yfhGwn}xRGC}Gc@,highway_name
Colchester Grove,}bhGwq}xRPDhCbBgDKmJoCD?dG^v@H,highway_name
Grace Park,iehGmw}xR@K@G~@wG,highway_name
Summer Place,g`hGsv}xR@G?O|A{BcBoABdDGuE,highway_name
Chuan Terrace,ociG_o}xRLHNAg@c@?NtB@DMBm@oBkBbB@ChDeBCzBqC@U?YEdB{@hBb@CiBw@BsA?m@?V,highway_name
Chuan Garden,keiGy}}xR[m@WUWOSEbFbGsCNWCOIKa@B_@Ea@KQzFxEAOAQsEkElExDKW,highway_name
Tai Yuan Heights,mohGoz}xRRGLIb@{@cA{@DtECOgBmChAhALDD@lDkF,highway_name
Chuan Link,oxhGmk}xR?G@g@@kC?a@?E,highway_name
Chuan Place,wyhGqr}xRj@?k@G?c@zBn@?E?[cEZH?X@bEDmAEqA_AY|@tCmAnAzAVDD@,highway_name
Serangoon Central Drive,wqgGml~xRCo@?Y@m@Du@@dB@\@\?HFyEC`@GtHAu@?YE`DFS@M?G?{GKTTiA?fH@l@?HGgC@XH}HBYGfN,highway_name
Joon Hiang Road,qagGkg_yREDYRoA`AkCvBmCxB,highway_name
Lim Tua Tow Road,_rgGii_yROJ_@\bAS`AlANReFEMH~AjBjHeMIHGFaClBMLxAmAUP`Aw@}HvGxEaEkA`A,highway_name
Crichton Close,}ahGm_}xRgAKCACEDoAD}@,highway_name
Carisbrooke Grove,cjhGic}xRB@v@n@oIxCIFKHIFMJ`LwNAFM|ANoBH}AeDxK{@j@xDoCp@eKi@tIcI`HnJgS@Q,highway_name
Conway Circle,cuhGif}xRK?M@S@aARE@vCdCD?DABABApAy@DEBC@C@C?C?G?s@cG`@BHDHFFhBlAD@B@D@nAwC]Ag@CuDm@,highway_name
Jalan Nira,s`iG}f}xRxBCPAHALALAaFTHEa@VDC|Go@D?,highway_name
Cooling Close,cohG{y|xRR]P[fAiBv@l@CGEEsBqADBaAnFBE,highway_name
Ang Mo Kio Central 1,kmjGkqyxROAGAECCCCEEWCKEECCGAI?gAFrFv@YC{E~EDB@BOyGGBEBEDAF?NFv@Dn@|E{AoEbEId@FC@A,highway_name
Jubilee Square,i}jG}uyxRt@EIkAAYu@F,name_pattern
Mayflower Avenue,ufkG{uwxRENfHkMb@CLCLIBIFIBCh@Qb@Of@Oh@SjAa@tAk@@C?CGoCeP|LV]JODGFGFGHGLGJGLCLA}FzKPcATgANc@rEmFaEfE`PeJp@WJE,highway_name
Mayflower Road,gxjGkmxxR@?b@BdAImFKB?aCSjKpDBP?B[cDBB,highway_name
