name,polyline,osm_source
Bukit Timah Expressway,wzxGmgjxRdCCd@Af[c@rdKkq@ElBkfFd[LKFCHCx@GlAEwuClSQ?UAiB@cGH~jP{pCuCvAgPrL]b@m@|@i@x@q@lAcaIt|AbB[tAUvAS{Q`EsKjBo@J}CZ|pCkSgFXyBP}EVhqAiOnDs@{|I|s@{B\gD\xG}An@M`@ItEgAnO_Ek`@vIvBUlf@yKlD_@bFUtEMnAAeg@jH}@RuD|@uEhA_@HeObBi@@mBDyF@zgOqdC^WrB{A_|BxiA|GoA~Dm@VEk\zG}@PyyGnj@EPENCPATIbCAZ@VF^Nb@P^X^n@x@h@p@Xf@a@uRk@DSDQFGBQJMLOTKRcWgGBOBk@Eg@Qg@Ui@oBkC_AwA{@eBo@yAm@yAMk@xFrYNAPEJAJEJEVMtmEwQlLs@vBOhGc@hDOx@Goc@rCtAOh@^_CN_BHmG`@eDRoDV{dBlLxE]}EhAgDLuGRlXgCl@GzFw@hI{AsjApH_A?zBc@dBA~L\cCB`Bg@rFMo]`BUJQHSLOLKNorCjPKAQ?lg@gCcSp@_@BSBUDQDi@Pg@N[HWDUB[Bha@}BbHE`AElBGhwIgo@{Bd@zH{BbASpAUt@VuEt@}DPvDq@vKkAtJmC|@L_AP~@q@sOtGEl@j`A{RgDXE]hDY~BSrBQ~AQ~Ci@nCk@rAe@if@fH}K|AgvLf`A[@G?lyDkWNGD?V?PC`yHex@dCkA~A{@pAw@h@a@mrI`cAp@EdCKntHqt@}Bd@{Cd@aBRqBNkhEnb@hB@zDEpBA`EOfEQlGa@huEiw@|A{ALMh@m@l@q@n@y@j@u@h@u@}ErHsAnA}E|Di@`@uAz@gB`AwB|@iiGlp@sEh@`EsAoMvCi@JnUgElE[nDMvAEwtBdPM@|qKifBcJhO_@h@kAbBmAtAa@`@jP{X^q@b@w@h@aAt@_AJM}hGf_BaA@aB?yI@iEFuBF{ADsCNwCPzpEkc@hGm@{vHvr@{F?oJBaCFcCBuB@hIm@wA@AIv@@qn@~Fc@JOBxc@{EuA@sEB}ADyANeALwALkAP}@N{GzAza@uD\e@uDmFVEb@Cz@?bAFv@R~@ZpAz@sMk@PUVSPKlQhNORUN]Na@He@C_@Ie@Sa@a@c@]|bLmlB{qDdkAxEg@`Eg@fEy@N\oEt@aEh@iFh@pfAuQqHrAkaAvOaMz@i}F~XlCm@FCBARGx@MxBUr@G\A`dM{tB_CpBnIkGiDtBqbKxtBzwEw]}a@hFzDWwQhB~rDcq@sAfAM_@hQqQ}@xAv@iCtBuDmgCx{@b`BeVwAf@mAZ~E{Adp@kt@p@m@{tHhcB_L`CxuHewAukP|vBhB@O?i@@u@Fg@Fu@Pu@Vi@TSHtoLa~@p@URKPO|rCsoA~EqCafAtaApC}@_gK~y@Z[Te@z\~Cdu@Ka@LoJ_Cv@KbAUpyE_`@rrBic@caO`lA|PUfANhAd@p@v@vBhDvA|AfA`@vbAsOPENINILONSLWt@o@`tBeDkARfOmB,highway_name
Prinsep Street,qm|Fo{yxRSHSDQ@YCKE}LcKCAIESQlKvIEEGCAAACCAmAaAoNcL?Am@c@{GkFa@[r]tXuNmLQMdF|De@]eEeD}DyCi@a@hHrFaP_MOKu@QdZbU]Qt@b@VNmIcHvB`BGETRgPcMLHAALJZVQO|@r@h@`@bBpAWSGGfBvAPL,highway_name
Tanglin Road,e{}F}ztxRI]piAvk@OCQCOCysAgfAAAUc@ISt_BrjAOC}@K}oA}m@J\`rAtl@Z@urAkl@NZX`@_CwF?YEsBCa@rkAvu@PBF@b@F`GjAg_@}FLBat@uf@G_@rlA|m@MCgCu@t@LkKkAGAgBWSCKA_A]pDd@^FLBZDx@LeJ}@MCYEvXhD^DVBgjAig@WKc@OWQW[[k@|aAdh@h@HaTmDXDiBAg@Acc@k^XJXLJBHHJHLJT^R`@d@hA{NqWOe@Si@|qAr{@iCa@wAWsdA_h@TN`OvPFJLTy@eA@B|BzDZp@FHp@~@JJf@^RN~CfAiAYYICA~KdC]EOCi@Ke@MyA]bOdCCAYI_@Ogq@wf@EICKI_@oB}Ln{@fx@m`Am_Ai@{@KMfEzGl|@~x@jJpAg@IQEsL_BEA{D_AM?zb@`Gz@Jwd@wGN@ah@w_@RJJLu@e@tk@ba@[Mn@FPFJDi@UgXyGLPFF|B~A@?kKsMFLeQyUt~@|l@vBJPBB?unA_hA?KBIBK|rArjAeAM`@FvFf@wyAiiAC[?Cr@zBCEnz@l_AGAI?aAMuf@{^vh@~^mY_MN\BDaEeGhZxSf@@{@CuEcA|A`@\Jj@LN@cGqA{Bm@I@mb@ws@KOCE`y@dz@`@H,highway_name
Alexandra Road,yqwFszpxRQBsANsjBguC?JAjAboBrqCg@Mh@C_fA~DcCaAlDj@`@Nl@Lt@?v@O~As@kMu@FDMd@OGkl@wg@YWn@?HFNN`@}h@I`AUnBL}F@YtWfdAGOe@{@vAhAFJ^t@dd@`KBARKwf@mMlMfNUO{@c@wCuAUO~pA|BjBIct@`Ag@TqAh@eBt@wBj@w@?UEUCwG}DNF`@Rem@gg@e@q@hJcmBoFfqBMMg@oAre@xc@pAn@nDbBvB|@{r@al@b@h@wAsAKi@CgAHoAhEoj@Ba@F_BFuAdXxvAe@y@EIvtAdMU@O@K?wvAkRUSo@m@SOk@e@uOc|@AZhDc`AB_A?MPxCGfAt|@|kCz@]Yr@s@VdCcB`@OrVhBx@TXDgZuAg@TxAq@m_AsYJHdAv@TPbAt@yNwo@Fi@K`AW`I?DGv@MfAC`@nAsNEgCHy@HaAv@qP@YH}ABq@H~CCd@WrFCp@jAia@FsADq@DkA?MLeCFs@PiDD_AwAnd@Cd@AP~Ag_@G~@HgIFqDrp@p{Co@PaXeLQ]EIIMvmA|Hy@DW?kAAsSwEs@Eq@DyA^k@T{p@mL`@z@sBsCHHFD|s@hMbBa@r@Ct@Bx@RrNjEYIQCKCqA[QErGp@J@u@Lc@CkcBye@hClBOROK|RrNKh@}Xem@@MLyA|@oECNIz@jr@hlA_@hAsj@gnCCx@?B]NuDn}ASQ`cAzc@ucA_bAToCvmBvgATAB?HAap@r@rAi@xU{C\J^JVFRD`Cn@r@RcyAsaCx`@naCeTuTv@j@mLkvB_@~HeIzlAHw@@MCxDEZCXEn@@z@DTPf@HP~Caj@Ch@JoCCh@l@_VJoCFuAH{CmAhuA`RjMZXwM{I_@]~I`Hs@i@}C}BfQdRnBlCc@]nmAtE{gBotBEpACVIfC`wAbjBk@OOEICQEk@O}A_@o@QaoAiaBvB|eAHFoAcAdLxIyUwYFo@bBoMw@xIAP[`DxCmc@Dy@KbCTr@rcBrqATDicByb@yEcIba@bc@LXn@|@d@\HD`@Vwc@et@Iv@xD{q@BGBCBAB@D@@BQs@he@rlB_m@oj@~dAjj@maAqcAzk@tcAFD{e@udCT~@IxBYjGqB|[@[@[@YHvDaA~G|{@pnAbr@kAqYcD}b@`Hz}@cBp@EiDGwi@JcUn@QImAyADBFBmXyWHFyDoBWSIGMKGGc@]|@N`^p\,highway_name
Nicoll Highway,qf{F}c{xRQEICy@_@qAi@qqAg|Au@wAlPrYkKyQthAzsAQK}@c@GEsrAe}BDLDTDv@DdAV`G@\|q@rsAPTn@`A^d@l@n@f@h@b@d@|@z@`Az@h@f@f@b@n@h@vWvNp@\l@VfAd@NF__BwnBNnAd@jBVn@dCpE~B|DpcAnrA}GyElBhAsdAivA|oAb}ArBpBeAk@aEaD~BpA}zAucCNJr@b@P~@SWq@i@OInz@|iBsAkBuCqEao@u{AjK|g@Wc@_EeHO]Uk@Ma@UcAKm@Kq@Gu@GoEIgBE{AIaCE[bgAfrBS\_@WWQ]YbBlAcd@sk@bChDZf@tAtBwBgB[e@hBlCu@gACEzZb`@oBeBSQcDeDe@g@c@g@c@i@ki@s{@rw@fhARPrFlEGEcAi@clAq{Bd@b@V`@NZfAjRblA~gBGCsa@ka@`@GFFwRkZtCbFSRbk@~q@fEpAcBw@hAh@}hAkyA_Ew]IYEM|k@jwAoIeMmZwi@hAbBh`AltAiBsB,highway_name
Geylang Road,ez_GulbyR@FHr@r]jjCDT@Fce@moDF^TfB`]pkC\bANd@~BnHV|@Lf@DRBTD`@g`@uiCHr@Jn@@NtNdoA@VgA{KBTqKs~@pT~gBL^fHf\GdC?^k^omCFd@@LYuB|SdhBTz@tIj\?VAJATw`@}pCBTg@iEHn@@HFb@Db@zLpdA@DBXFd@@FVzBrAnNBZH|@@RRtCFb@fBtKr@fCFP`EfMJ^FPPn@BFpAzF?t@gA}G{EgO`FxO{^ufCFp@`Qb}AF|@\fDD\DTkKabA@FDf@b@pDHh@]sCxJj_ADTHh@oCsYBJB^`DtZRr@g@iBJ\hAfEkNkjA?@iJuw@FZHx@NzAtFle@BL@P`Ep]@D@F?DBPwL}cAnZ|`CRl@{ZeaCtOvrAHt@|Lzr@cGaSSy@oAcLM_BWoDHfA?FB`@]sE@PHl@g@uED^wIou@zCpWZrC@HZhCf@nErNp}@qHkZkBsTmJgy@QsAHl@OoAxAlMTfB@HBZKeA?DdB~NV`CbApI`CnTsHup@D\WwB,highway_name
Devonshire Road,kn|FezwxRMBSD_L~KAB?FOj@xFoHMi@CMMk@AC_AjESQs@q@|@qBGDKDIFKHILNgA@L?DBBB@B?~LsBKBM?K@K@FE@?FEDEBGyGbBmDpAMx@?B?@GXAJzL_G_@HoCh@d@Kd@IG@tCeAVNcATmAVOB,highway_name
Exeter Road,ay|Fc{wxRAJCNCNALbAcJCPAJ_@pD\kDCp@G`@CRs@~FEVCREZzAaN,highway_name
Changi Road,g}`G_kgyRjAzEJ`@FZ`@tAQIMGnOpcAL|@qCoWBJ|@dIDZoGei@BPF^lHzo@DZvFtf@@B@PoA{KPxAHr@@LmLudAUByCZyDs^_CoAKGxTf`ABX|Df]Fj@j@dFD\iJsy@DZDRfKz~@B\BLBXoS{cBBFlLj_AF^[aCdAvIBT[wCLjAt@lHUaC?HyB_RkVq{A@FHb@bR~dAjBjQBTh@pEDV~Df^VvBg]k_ChQ~`A_Ogy@nVf`BDZgPynAFT\|AfT|fBBRsD{\a@uDoB}P_AiJDd@qEe_@F^d@vD@F@FBPJx@B\ZxC@FBXBHFd@@J@PD\BR@F?DwOsy@F\Nt@Lj@~CvMDLtEtSOkAcA{Er@rC@Br@rFFb@@HK}@Ii@D^Ik@t@dGMmA?D@F^lDGi@n@|FBJDd@DZBPx@dG@BBV?FHp@PvACUIm@BREa@Fj@lBvQ}@iHdGth@,highway_name
Upper Thomson Road,mjfGeywxRTM_}Bpy@h@@B@`@@dzBqx@GBc@V}rB|x@c@AigEjaATE|Ae@rCw@tAa@bzHc|Bu@T~FaBRAd@?F?lCF~AD_R`LNRBJ@LALCJGLGFMBYBI@EBA?iAbAYXOFO?KBINdBmMBL@F?Ta`In|Bm@LdjE}cA\@wDL_BGM?gCIeBIeBKEAm@AYA`Yh@lAD|@B|BFje@wBL@fABoEJ_@?g@F]FWFSDcAV{@Vfu@_k@LI`@SBCsJvKGFg@h@mrAd^LW\@i`Ad@SDGSVE_sCxcAb@FbA@f@ELCj_Cm}@HEfEcBlAc@afAt|@bB?|AO~Ai@lAs@z@y@f@o@h@_AfdFshBRZ`UuLx@Qx@KvOBfAF}pEl~@p@CTApv@\y}@\c@Jq@R]LuAj@w@XuAj@kAd@aBt@aC`AhoDir@xA}ARXaA`AubG~aBR?yA^eCNoAFgW|EPU@QFKb@M`Be@tC{@bjDg{@?g@@e@zaBk]JSBCD@tg@iYsdAfv@I?mqBpAVCn@G`gDwn@SFKDoAd@ODC?IBm@N[FaVpZE`@dh@ch@LGBA??|Bm@i|Ax|@w@@]?|EM}AH}@e@x@?pPcCLAZAl@AF?J@rGLh@Id@O{BZeBTsAGg[nCa@A]AsDM{AG_ACvJCV?n@AH?o{@gAyCFuABuAD{BDzXa@s@?W??SP?vdD}z@aFYOAo@?{@EzNt@}@Gq@EuW|CiDtBwD~C{aDln@H?LAr@Aj@Al@C^AeADBB@BABABEDqBDM?E?o@BG?c@@i@BQ@[@OBSBSDu[bMsCjA{@b@g@\OLe@`@zMyGcBr@UJ_Yl]I?KACEEKqExJgAlBgAbAmAt@cBj@eBTkB@`X{TgZnTk@GOCqFu@gC]mDe@y@IhD`@oAQuDWM?M?mJ`@wAXaAVaAV_B`@kBh@m@NqBh@oHtAE@s@BiAAuAYaA[MErBp@p}HsuBdEaDpCmBmRvKm@Zg@^sKhKXi@wDbJTm@_KfPGFIFc@V|JiKwKtKWHk@Lm@H~A{@ZKhA{@pCoC|@aA}LzIu@CYAqCM{s@tAS?mn@Uc@?bA]jFGdAEbBCH?H?liCql@jA]{cAzo@t@QUb@u@HxASpBiAxA]mLlBt@AZ?ZCod@m@hxAkb@\[s|@he@BF?DAFaaCfTGHi@bAw@nAcCxEpEcKz@gAr@s@v@k@lCoAnYqL~A_@t^sAD?`GNm@?kB@d[VRBwrBzl@|GuOfAoBh@}@mLlTnyEezAkHtFogHrkBE]D?d@CbASBPdsGmrAFCBCFAD@D@@@@B?DAB`_@k`@@BTd@sAkAlA`BKUabHxjBPENCLEt@GvBW|BQvBGmDLxpAil@qWb\f]c_@b@SeDxADCNGbImD^QpaCcIw`@dCjADdB?iSg@nn@iAa~A^fIOtXZr@@aLGu@Em_Bhm@jcEq`AMXQf@hA_DGPEPGP{ApEKPenFxhAXBvAP{CDxlGajBKD{MlGHKNQBd@m@n@l]_UmrEpgADAVPMFy[j`@Dp@diGupB}U|A\QrAe@yC`FsLbI?F?LcH@_@JcCn@~HqBQF}@VxBq@uFx@z@WuyAjn@oCMlMd@wNg@`dAmJmCnCe@d@rEsEx@gAfJcTLMeAhARWzBuA[^oX~^{A\dk@yo@kUfUrAqBcEvIPm@`@eAHURg@P_@oEfLDKLYJSL[sAlCfByDvl@mb@yf@jX]f@Uh@_uFztA_@PzxG_eBcAfAWTA@_@[pCsAyiH~gB|yAmo@m{Bhu@LDvA^lwHgqBE@He@qdCdl@U@ywArt@d{FkrBlBw@uiFbuAMPxeAiVqeDbdApdGweA}k@zBdtAgt@nB|CCGACj@jAAENb@h@x@?A}[xJTJqjGp{Af@KxF_@p[z@jBTwIqA~@NjAPtoCu}@f~Ciz@[Gw@Ma@Eq@EyaAbb@MXbEkGb@c@ja@mX{KlOCEg}Bfi@dCLvAHukDd~@NCruCa_AD?bAAf@AdB?`nBq_@IJ,highway_name
Adam Road,{icGivsxR~BxAv`@bOoBGm[qLgAk@vARzAr@lAd@`@NdXrIrCLzDP~@H`AJp@LATu@K_AM_AGyDStI@LHFJCTOJO@tBVIAaAMtAe@\DeBYNBl@JjD|A[Ei@GA{@r@HZBoC^ws@_R`@TjXtLp@FeH{@e@YpYlDc@CqYcEc@Wc@W|]bGEf@Ev@}OoDq@E]Ae@G_@IWEbFNXOH?Z@n@@~@@vDPyYqDYSq@_@q@a@nEfB|A~@t@XXHoKwEkAk@e@Qg@Q_@Ki@Y_DgBQKpq@zOsa@oGVN^TFB\Tra@zFrDb@oZ_CZEmRsFx@h@|LfEqLgFaAg@uSuM`@j@`@d@^\f@`@bo@pR~@DhBPyX}@`B?l^bD_|@iT]Str@jSK?oUcCXHec@oX^n@hw@f^C`@yr@wX,highway_name
Farrer Underpass,g}~F_cqxRvBd@xCz@yGgAoDs@BUuFo@eCa@bAIdAXpZtHgDcADUjBj@kC_@wCs@,highway_name
Upper Serangoon Road,srlGmtdyRVC~~CrwCRTVZzXn]iBmBWWo@s@o@s@a@c@g@g@pKvIFD`Ap@mb@wc@c@e@QSIInjArw@n@Ch@CdC~@w@@mz@ec@vAdBVX}GuEEGy@aAl\h[[SoA}@e}B_gCNPjZb[BBx@|@DD_GeFGGi@k@qSaTMMwRkUFDb@f@kIeIWYo@q@hCjBNLORMKbbCdjCh@p@NR]fAOOlnAvb@eBDe@BoCNkAFmtCy}B?a@PNpm@jp@JJv@|@_E{CcBiBllDh{ApCj@vEp@x@JrALJVy@KgBUuEq@_Cc@uoHevEE?QBbBGW?y@S^CT?r@ApCH`@DnAP`@Hb@LxfH|vEiB[E?c@IqgBoULF^P~Ap@fC~@rpBvUOEEA[GqxFm`D^`@t@t@oRyReAgAqAyAMO_BmBv~BxfCkv@qz@OOg@k@i@k@ttB~aBZA`@AaJp@eAOeCk@rmAdH}BYg@Kl]zDLAJ@N@DABATImdIaxEja@zPk@o@k@i@Y[jBjARTbiGnbEPBt@NfCb@`BNlGl@anCeo@QlA_@_@m@k@`PnPQOhaArRI?yBg@`@?T?uwA}k@g@y@dAbBk`B_jBf@f@@BX\^`@SLUWGG[[[]{Wg[f@h@kBoBd@f@ORtArAw@u@vdG`{De@K{@OQCwuBee@fClCX^z@z@TTPPHHfGxENJd@XLFJFhIdD|@h@HDpE~Ah@PVF\HPDf@Hd@D\?vB@rUQv@BfUtAt@F|BPPBj@LaEEm@C}@GqAI_BKhVdCl@JD@gCi@sEg@KCKAOCnFlAtFh@t@JPBijHstEnNfA`@Pp@VFBHDrDvDi@e@bARjDzDz@~@`DfDp@p@`Zh\rJbKB@LLb@`@\Zh@h@h@j@HHHHjCpCn@p@XZPRaGgFII]]zC~Ca@c@[]pH`Ig@i@peAljA\`@jAfA|AzAmFoF`GfGxqB`l@iR}@WCaBk@dBJpBL~@Dh@D}qCwyAo@w@i@q@q@y@]_@IIsB}Cb@b@ZVh@h@NLnExFXZdDnD}W}XmAmAlDrDq@s@CE}AiCjAlAhBpBz@bAHJyFiG@DFHNRRXnyEtwBklD_fAKOk@m@Y[SU_@_@]]W]g@u@sA{AQSUYz@\vB~BjCxCLPVZJNcGyFk@o@_BoBIGIKp~B~jA_@C{aB{i@i@s@SUa_DgaD~eB~`BCm@|JpK`[r]dAlAt|@lz@GCoCaAOG_@OqyB{}BHJxs@zu@l@j@zuBvkAdBJ^Be@^kBKc@EE?vIDrSpCi@MIAgyFe}Da@_@bgBlmBMMQSjW~X{E_Gj@p@c@@[a@OQCEmYm[cUiX^^lF`HGGIIrBvBOO`YzYgx@w{@|A`BbjFfoCFDPJRJkxAoKo@?m@?_wE_kEs@U]Kc@Iq@M[EeBMzL~B|@h@npF|gEoAIle@vFmnBq[hLdI]OMG_zCocDIKSWf@n@q@wAt@|@yGgGoOiOg@WIGhBnAwBuAEC]SICtALpl@po@GGMM|EdF_KwLfAlALLRTvAzAzeAxjAlAnAKI~R`Ux@dAe@m@t@dAGKx@nA_@k@_bB_iBe@g@t@v@MMyDkEY[hBtBpLfMZZhCjCtAvAcAeAdr@lu@afAckApF|FmH_I{AeB`AhAJL_DsDd|B|gC[[ou@a~@p@|@`BtBu`@ya@`i@zj@RRLJqi@kl@`@b@pApArLbMBBfE|EqEiFsH{HBB~@bAt@t@eCkC|BlDo@w@uAyAKKmBoBbDhDUWcQwQvUvV`CbCryBllB_@AwhAmy@kwC}rCv}Dr{DuCy@OKpy@jPqAAhg@~Cd@JfAZy|@yBvG_AJ?bFM|Uz@h_@~F_{@kFgf@{JGEvvB`X_b@_IKCdDv@ujA_JSb@xBz@m@S}@_@iFoBm@WxsBnSk_Cs[j@f@e@a@umA{tAc@c@aCuDo@]@D?DvnDjoB?FCDE@_uDmvBeEiEvuBbtB~@\twAlMaAS{@MOCwQyEyqGeoExqHnyEaAQ_zCmdAmw@a|@ffCvvB,highway_name
Pasir Ris Drive 12,cplGktjyRKGSOYOiD{BFBVJb@H|@b@aR{IDJHNFDLHtHdDvJzENHMTxWtLTJwWoM\R}TwJc@QQKGGOOIOEOnj@zYiCaAiAi@KEaB}@aEiCKe@^VhCbBt@d@hAn@LHvAb@|Ap@bA\xBtAc@O}XoOl@\`CtBcAm@e@YmEaC_@OSIICx]pPKXqZ{OaBs@o@w@z@`@da@|SJW,highway_name
Ang Mo Kio Avenue 1,klgGk||xR?NANAN?JALwwAb{E@]t[ewBM^Ux@]vAKh@Mp@Kz@Kv@Gz@AZWnDrYys@p@s@bAu@TMdDgBfFqB`@QoKxF[Ru@j@ss@hvCAfA?L|Fuk@BIZFEN`HqXm@`CGR|^asAOT[KPWjYwPcAdAk@b@bGiLKn@CPSv@ENlBqPDWdAcHkrAhdEBeAb@uKDo@@WBWRaBFc@F]L}@bE}NOj@Qx@g@nBQv@Qv@c@nBQp@Kp@WbBM|@IfAlH_a@\sAXeAfAyDNk@\mAlfA_zC@J@N?Ni\t}@tZax@P}A[vFi@lDU~AQbArBeNCqB@O?O?M?M?K?OAMAI}uAtpEBm@@SGnBfEiZn@{CzLqh@h@cAXmAEa@c@}BAUAWBi@Bm@PuED_@?MIhBxE_UDIdAaCR]BEVa@r@_AdB}BLQpAeBpAcBeNfTzNcUp@{@bJ{HPKHGbIcDXSj@a@|@}@oBnCu@ZKDo@TdG}Fr@yAPe@oAlC`Iga@PkAN_Ao@~DAHeEfXLk@{t@tqAHVDLFV{Wl{Ab@uNfWajAk@}@aNvn@DOHWl@w@]xAELaHbm@h@oO_@dI^uI?Jty@enCSHoGhEmAvA]M^e@c@zAQP~CqDdEoCC@s@^bGiCcShOwAfBi@r@k@t@e@p@qAbBe@r@e@v@y@tBEJq@bB_EbXCh@~DcYGNeC|^Af@MRc@~@WlAAf@nc@qjAub@~~@zv@stAAFi@d@DUDYi@xFCDo@pAvBqM^wBe@jHt@eFQfAuy@~gB[Ad@kDDc@sBfL\sALg@{@bDyOtt@@EBUzIab@FYleAilCUzAAFABKv@~DaXCLAFk@tAJaAD[@GijAt`D?BzdAifCybA|bCUx@tFwSMd@]pAwQd_At@kHxFu^T}@vkAabD}]tv@c_@bp@H}@D[DYLs@Jm@\}ARq@d@uAJY}W`|AZ{A^_BTeA,highway_name
Ang Mo Kio Avenue 3,m|iG{kwxRKCeAWs@QkP}{FF]fAKNmCLcJpCzyDD\D^B^?h@_AgFEYmAga@Mp@G`@Mr@Ib@G\EVAXAnAAdADgt@}@kEQ_A|CaaBK|GQtCdBx`ECTWK@SiL_bD@EToAjHkWWfAYhA_AhC}DlSEZpCkPe@~B`G|`FGGP?LRLTTZTTh@d@VPTL^Pd@Rf@L|A`@_Jsu@TaCT?EhA}HstDz@wB|@kCl@kCdDn|DAT@{VEQHq@FXa@g@O_AdAhK?aACk@cB}`AOf@A`@Jb@X`@RRTXN\@\cQ{dADi@Hg@?EBOjFha@WgAIQCIMYIQmEj^aDhA_DbAdSkeBXoAJc@?C~DzxB@MoEci@l@jCpCrf@KSCCMUcI}~ASnAADd@sCNw@ImB{BtRKn@UtAWjCIvA?zBN~BZzALZWeV@ILo@F_@j@t[n@hA|@`BZv@oAkAeAeB}@{BM]Ki@vOnbCHu@@dx@[_@QYhGdEi@Ou@[WMQKs@g|@_A}}@NcAJm@HqD?o@N`CC|@C`@AJQjg@VxAyCuM_@yD@uAqA}_AFTlCxhA@Dt@bEDZF\c@[Mk@|Pt_BXFuWkoDGQ|G`l@_AxvAANKfAMdBEz@[pBH_BF{@k@xMGnAl@kK?NMAm@bKHwANwCtAlP_BqH@h@Bh@Lx@U{CMJrAdH]m@c@_BIy@hEss@IjAY?a@rNAJOzBPwC[H@UYdGD_@Bi@BY|@eICRARi@fBFaAnPjv@sVuoD?zAOk@QmCRv@[JGYX{dAtCjiFNd@Zl@Zgl@TjAAPmBxYrCgj@BULgBFu@J|AG|@VeGAr@IdB_Fjv@uGomESrANcAdOroCmCqoAj@lDn@fPa@_ND~@k@QQqBk@kDRlLJ_@L]Pi@M`Y`AmFa@rBEVy@ec@wHq|@CP~LlkCkD_W{Lk~ABw@?pCAgAlMdqA^eBRuAiNocAGg@tNnrCBc@fJtn@hC^d@L}\a{EnElk@qBcw@xFxiEEdDxDws@cCbb@B{@sAieA?EDk@pCl{@wBbYiJ_`DX_ZvAr]fA~B@DxDtO_Moh@pM`j@fB|UI[UUUUMOO[GSASf@vQ}AjIVvMCKTrAhCtKd@xpASQgBif@,highway_name
Guillemard Road,im~Fwn_yRqAs@HYVNwBi@cAk@q@s@g@u@c@w@w`@gtA`@Dd@FfEa@FRHZBH@DBFtb@d{Aqc@wzAu@Cf@So@E]Th@qLMHGFEFMXGOGQGGQGtMpZKy@CQpAnHF`@@LiLaWBK?QAUYfAHADEQcCSYM]EQxY|tADPNx@b@hA^r@qByEMmAlItN]Qg@gAnAz@aN{a@Io@?GAGE[S_BAGKy@UeB?C?CKu@Ik@Gi@AOACyGec@\Nb@ZL^p@|E\nClArKHp@Fh@Yg@AEGm@Ee@zClTF^LdAF`@{BoQVnB@DhBhOPrANhABRBRDXTxADXVrBZfCHr@[c@nD~JVNcPmcALz@QBK{@ACfBtOAEUsB\zC`DhT?Fb@pFAAGc@f@vDK{@M}@YsBEYCUCQOgAm@cFAEiDsYE_@AIs@{Fw@eGI[Mc@QQUKuBaAcHcAi@GG?[ElWjg@`@zCsPco@xRr|@AG|Kv_@aGuHkKi{@uGoRJF`EpDmGyEiEc@l@FB?UVn@sI?Qz_@|aB}ZkuAm@YQCjH|Gn@fFbCbQaAwIc@qD,highway_name
